target,user
1035649,3616012
1038231,1860617
1036589,4117441
1036631,2970010
1037252,306452
1037341,2970010
1037345,306452
1035914,3446727
1035624,2970010
1036816,3686759
1037541,4822473
1040383,5381720
1034744,957334
1035648,2745910
1036930,5563932
1036968,2243857
1036979,1433386
1038284,4287302
1036964,2243857
1034608,2745125
1035114,5141448
1041457,644036
1041464,4317484
1040252,2745910
1040147,1622856
1040144,2657176
1041681,2675447
1041982,761268
1041870,690886
1041805,113660
1041839,836846
1041750,75976
1041767,836846
1034876,317344
1035000,764458
1035923,317344
1035940,2596066
1035980,2675447
1036040,317344
1036122,3307250
1037846,1532198
1038097,2745910
1035647,2745910
1034621,1155353
1034726,1377638
1034854,698363
1034791,4822473
1036815,3686759
1036059,3881702
1034813,1243482
1034711,1614257
1040932,443651
1040988,4987610
1040985,4987610
1040495,698363
1040526,761268
1040770,4203334
1040528,1440116
1038070,5338842
1038073,5240400
1038026,656212
1038028,5240400
1038032,656212
1038052,5240400
1036554,113660
1036843,2596066
1036999,1245811
1037495,5264912
1037493,4338270
1037492,5264912
1037464,2781854
1042170,862519
1026929,443651
1027251,113660
1027357,443651
1036847,3686759
1026851,113660
1026854,113660
1026832,5264912
1032108,75976
1031660,4735094
1027196,2435391
1027104,4822473
1026887,2236951
1026837,698363
1027895,3773993
1038704,113660
1040402,1582365
1040260,1905014
1040330,1223471
1040457,5264912
1040478,2062359
1040481,1223471
1040483,2062359
1040549,5264912
1041141,2062359
1040073,1243482
1040068,5264912
1040107,2062359
1040119,0
1040251,5264912
1040253,5264912
1040130,2062359
1038179,1522136
1040086,5325169
1038154,656212
1037480,5264912
1043463,5264912
1043476,2062359
1043498,5264912
1037752,5325169
1039930,456596
1039923,761268
1039928,3355848
1038230,113660
1038314,2745910
1037885,5007869
1037888,2490236
1036163,974295
1036185,0
1036187,0
1036193,0
1036396,1182060
1036660,5222654
1037930,2490236
1037927,5337747
1037931,2781854
1037933,5337747
1033193,764458
1036095,113660
1032768,2706866
1033195,764458
1031776,4114579
1032061,113660
1032850,862519
1035808,2745910
1036066,862519
1036241,113660
1034618,2662025
1031731,0
1038255,2000147
1036802,1223471
1036675,3566275
1037510,1440116
1037620,2745910
1037734,2545270
1037774,5264912
1038321,4131169
1037499,5264912
1037519,1243482
1037531,5264912
1037534,1666670
1037616,113660
1035666,2745125
1037984,5325169
1038123,75976
1038149,2126027
1038200,1860617
1038301,75976
1037356,4287302
1025555,456596
1025563,2689207
1026328,72177
1027253,113660
1028102,2689207
1025885,72177
1025892,2689207
1036379,974295
1037737,3686759
1032783,75976
1032974,2689207
1033339,75976
1031159,3773993
1032198,690886
1032205,690886
1032237,3652230
1032382,1538601
1032050,2745125
1035296,1614257
1035725,5805398
1019200,113660
1019431,761268
1019448,113660
1019868,1182060
1021589,113660
1022013,113660
1022036,113660
1022355,113660
1022409,761268
1025280,113660
1013934,113660
1013976,761268
1014000,113660
1014007,113660
1018654,113660
1022025,113660
1022289,3149580
1022305,113660
1022358,3149580
1022377,113660
1022422,3149580
1023610,443651
1023616,113660
1014186,113660
1018958,113660
1028014,2236951
1028363,986924
1023897,113660
1021546,113660
1019931,113660
1019935,113660
1020124,3355848
1020361,113660
1020489,113660
1021041,113660
1021240,5264912
1022609,4257469
1015851,2413209
1020766,113660
1021290,5264912
1021483,698363
1021508,113660
1022511,4257469
1020429,113660
1020246,113660
1020757,4203334
1020761,113660
1020763,4203334
1014855,1900244
1013947,5264912
1014167,113660
1022076,862519
1022122,113660
1022155,862519
1022413,2352583
1022496,862519
1022562,4822473
1022170,113660
1022411,190923
1022838,5264912
1024646,5264912
1025658,5264912
1028555,5848951
1013904,1440116
1032295,113660
1032247,113660
1028539,113660
1027906,3773993
1025703,1759145
1025256,113660
1025267,3451735
1025284,113660
1025288,3451735
1025291,113660
1023253,2830398
1023342,113660
1023811,5264912
1023852,3451735
1023930,5264912
1023943,5264912
1019512,1692137
1019405,4998173
1016478,1182060
1018664,113660
1018689,1182060
1019281,2708740
1013967,4203334
1031269,0
1031605,113660
1019513,0
1016337,0
1015904,0
1034640,113660
1032666,1614257
1032717,764458
1032762,2191934
1016754,113660
1018785,5264912
1013032,113660
1014617,5264912
1009290,113660
1010033,113660
1014416,113660
1014570,113660
1014764,5659684
1015206,113660
1015213,113660
1018642,113660
1028650,113660
1031635,113660
1018266,113660
1018774,5264912
1018775,5264912
1018779,5264912
1018780,5264912
1018786,113660
1018810,5264912
1013790,113660
1011187,113660
1011171,113660
1011757,5659204
1016547,113660
1017992,5264912
1013612,113660
1016473,1489975
1018647,113660
1010312,2352583
1010475,113660
1010503,2352583
1010660,113660
1009834,113660
1020452,113660
1035895,113660
1034653,113660
1028546,113660
1019058,5264912
1017940,113660
1015201,5052048
1015131,113660
1010170,1320281
1034210,2745125
1030525,1538607
1033129,4338270
1030197,3063341
1031100,2931152
1019759,974295
1019777,862519
1019834,974295
1020030,3355848
1020047,862519
1020470,3160024
1021946,3149580
1019702,1614257
1019158,2708740
1032211,1202828
1019099,5264912
1019104,3654943
1019223,5264912
1019226,113660
1019308,5264912
1025722,4998173
1032920,3383436
1012839,5264912
1013006,1155353
1013834,5264912
1012338,2820596
1012441,2352583
1014517,4010658
1013015,512750
1013266,2352583
1013322,512750
1013386,2352583
1031524,1615779
1012899,3654943
1012766,2596066
1012556,2236951
1031522,0
1006798,5659684
1007208,1489975
1007298,5659204
1015016,3355848
1016506,5659204
1018635,2000147
1018721,5691194
1018751,3355848
1018763,5691194
1018769,3355848
1018784,5691194
1006921,814543
1009028,3307250
1009960,814543
1007213,5659684
1008608,2688640
1036196,5445078
1018307,1860617
1014503,5585251
1009238,0
1032131,306452
1033679,2413209
1032049,954117
1033688,2413209
1021986,113660
1022068,3355848
1023385,113660
1034746,2000147
1016202,991320
1016368,3355848
1034728,2000147
1023535,113660
1023564,113660
1023566,3355848
1023569,3355848
1023813,113660
1023827,113660
1023047,4853752
1018655,2000147
1018673,113660
1018804,1501167
1016423,113660
1016431,3355848
1016564,113660
1016609,3355848
1026127,5464718
1026136,113660
1026226,5464718
1026249,113660
1026317,5464718
1026926,5464718
1027349,5464718
1027351,113660
1027353,5464718
1027354,113660
1027358,5464718
1027362,113660
1027367,5464718
1027394,5464718
1027405,113660
1027435,5464718
1027444,113660
1027630,5464718
1027656,113660
1015621,190923
1016382,3355848
1016783,190923
1006800,5659204
1007250,306452
1007304,5264912
1010580,441339
1015694,4822473
1016375,5659204
1018346,0
1006985,5659684
1011675,1155353
1011738,5659204
1012178,1155353
1012585,5659204
1012916,1155353
1012979,1155353
1013305,5659204
1013824,1501167
1016374,5659204
1016440,1501167
1017868,548996
1020083,521899
1021623,5659204
1021846,5691194
1021997,521899
1023040,3355848
1023043,5691194
1024996,3355848
1026137,1155353
1033489,5659204
1034517,5659204
1006523,1489975
1006525,1489975
1006792,5691194
1007265,5264912
1007277,5264912
1007318,5264912
1006504,727004
1013801,306452
1023405,5264912
1023424,764458
1024325,5691194
1028633,2413209
1028820,764458
1023435,764458
1024257,5264912
1028914,3298475
1029850,764458
1030004,3298475
1029370,3517106
1029377,1377638
1029219,836846
1029259,1377638
1029369,836846
1029148,1253973
1029260,1377638
1032043,2792696
1023160,5264912
1028316,2236951
1028338,1798416
1023661,4998173
1023201,3654943
1023312,1798416
1023506,3654943
1027438,1798416
1029211,2596066
1030875,2680666
1025688,5264912
1029111,1433386
1026069,2413209
1026311,5264912
1026530,2413209
1024689,4051350
1035896,846065
1033624,2243857
1033612,5325169
1024701,3446727
1024657,1364892
1030145,2745125
1030356,600346
1030443,4227513
1029589,1922377
1028462,2596066
1028981,724284
1024489,644036
1024507,113660
1024537,5264912
1023840,5264912
1023855,761268
1023699,764458
1025727,836846
1025484,5836997
1024389,3355848
1030777,306452
1022760,557179
1022788,2043680
1022823,5264912
1022837,2043680
1028875,3298475
1033235,75976
1025968,1320281
1025738,4998173
1024496,644036
1024535,5264912
1024557,644036
1024571,5264912
1022834,2745125
1023164,5264912
1026940,5264912
1026873,3654943
1026935,5264912
1029927,864216
1029964,1614257
1029969,864216
1029989,1614257
1030123,864216
1030185,1614257
1029760,2006644
1029766,1614257
1029917,5264912
1037288,306452
1023713,294045
1023757,75976
1023806,5264912
1024386,306452
1023589,113660
1023758,75976
1023763,113660
1023814,764458
1023963,5264912
1024018,764458
1024058,764458
1024065,0
1021646,5264912
1021845,3608685
1022055,5264912
1022066,1127972
1026242,3608685
1026247,1127972
1026442,2000147
1022825,5264912
1021474,4298011
1021945,4667120
1021954,4298011
1022826,5264912
1022757,1019724
1008217,2745125
1008455,1929307
1008466,4338270
1015214,4832781
1014247,72177
1014261,4338270
1014284,72177
1014370,4338270
1014216,1440116
1013933,5700767
1013730,1023186
1013225,4822473
1013061,4287302
1012914,4889922
1012951,4338270
1009211,2980755
1009537,4338270
1008456,1929307
1008467,4338270
1007685,2658675
1007735,4338270
1007635,1383659
1007739,4338270
1024659,5635484
1011167,2236951
1011338,4338270
1008539,4338270
1007919,2497784
1008029,4338270
1011477,5041393
1013373,0
1027970,1148850
1028025,349898
1028877,3298475
1020674,4338270
1020762,72177
1020894,4338270
1020504,72177
1021838,5691194
1021620,5659204
1026112,977030
1020994,977030
1021106,4338270
1021632,1253973
1021700,977030
1024265,4338270
1024678,977030
1032172,1328185
1022159,347724
1022438,5264912
1014622,1025985
1019232,113660
1019134,1366641
1014933,2191934
1014625,190923
1014603,5264912
1019227,5264912
1029184,4257469
1028871,3298475
1026334,1440116
1028613,4131169
1011035,72177
1011374,5264912
1011426,5264912
1011435,5264912
1011447,1900244
1028596,5264912
1020933,2745125
1023360,764458
1023419,2745125
1023430,764458
1022027,2027611
1022052,5264912
1022979,456596
1023083,2027611
1025873,2596066
1010477,1994602
1008572,5563932
1023570,1202828
1013975,316036
1014015,2006644
1010289,2745125
1025882,2596066
1011900,385905
1008695,1350276
1013759,1150566
1024929,443651
1024988,72177
1024875,0
1014582,113660
1020423,2000147
1012886,113660
1014940,2745125
1015186,4338270
1012888,113660
1012930,4338270
1013188,4338270
1014439,4338270
1014564,190923
1014638,4338270
1015394,5691194
1020436,2000147
1020663,4338270
1024206,4338270
1024332,5691194
1022148,113660
1028563,306452
1009453,5659204
1009596,5444547
1016019,5264912
1016087,5659204
1023833,5264912
1024062,2043680
1024129,5659204
1024183,764458
1024197,5659204
1024762,764458
1025742,5659204
1025745,5659204
1025872,2043680
1025906,5659204
1025933,2043680
1026057,5659204
1012984,3654943
1012986,3654943
1016116,2029256
1023959,5264912
1024025,3654943
1024127,5264912
1024199,3654943
1025763,2745125
1025833,5264912
1013590,974295
1013944,512750
1013831,1155353
1013960,512750
1014026,1155353
1015401,5691194
1013141,5757704
1015921,4203334
1014489,2708740
1013240,1968272
1013332,512750
1015406,5691194
1021968,483599
1022094,1968272
1022103,1968272
1022184,483599
1022190,113660
1022204,512750
1022225,113660
1022367,512750
1022403,113660
1016217,1982378
1015024,294675
1013962,4203334
1013143,0
1020490,5691194
1020180,2689207
1026922,3722228
1025717,5264912
1026927,2745125
1021313,5530555
1020286,3813316
1020253,4735094
1025068,1023186
1010693,113660
1010839,4338270
1011114,4338270
1012903,4338270
1015239,4832781
1014097,4822473
1014269,4338270
1014273,4822473
1014371,4338270
1014373,4822473
1014378,4338270
1015907,4822473
1015925,4338270
1016117,5691194
1012120,4923927
1012298,4338270
1011263,2236951
1011342,4338270
1015327,5691194
1015343,4338270
1015438,3355848
1015481,5691194
1015497,3355848
1015517,3355848
1016083,5691194
1016376,3355848
1016445,3355848
1016453,5691194
1016458,3355848
1016464,5691194
1016472,3355848
1016485,5691194
1023421,5264912
1023434,4051350
1023486,443651
1023556,5264912
1023922,5264912
1012871,4051350
1012876,1968272
1012915,1127972
1012867,1127972
1012875,1968272
1023978,5264912
1023984,443651
1024104,5264912
1024168,5659204
1013103,5264912
1020949,59561
1021080,862519
1021656,5264912
1021658,5264912
1019078,5264912
1020952,59561
1009282,393246
1009603,5264912
1009609,5264912
1010657,995397
1011514,2352583
1011770,5264912
1016348,995397
1016496,5264912
1011579,4379159
1009908,113660
1011415,347724
1012170,1182060
1014623,113660
1014874,1182060
1009713,2006644
1009792,5264912
1009601,5264912
1015628,3451735
1016751,2708740
1016292,2745125
1016198,4010658
1021611,3421460
1013800,5563568
1018357,1182060
1013843,5264912
1019068,5264912
1019347,1243482
1020005,2596066
1020754,1243482
1020814,3996007
1021634,5659204
1021842,5691194
1022483,2640743
1016346,5659204
1024725,1328185
1024774,5691194
1015311,5691194
1021847,4298011
1021780,684758
1023970,5264912
1023158,5264912
1013756,1155353
1014646,1490082
1018651,2234817
1023411,5264912
1023475,3754725
1019946,5724912
1019939,942701
1019969,2043680
1020335,4338270
1020446,4338270
1020003,832893
1020339,4338270
1018866,1323728
1018938,4338270
1015404,2000147
1015516,4338270
1016596,4338270
1016719,2000147
1013507,1238844
1013866,4338270
1015492,4338270
1018415,190923
1018310,954117
1018217,2706866
1018851,4203334
1016050,1440116
1016088,5691194
1015826,2002974
1015848,190923
1015873,2002974
1015931,190923
1016038,2002974
1016090,5691194
1016103,557179
1016339,190923
1016341,5691194
1016359,557179
1015622,190923
1016150,1905014
1016353,5659204
1013876,113660
1014302,3307250
1014324,113660
1022824,5264912
1011999,2062758
1015254,2662025
1015613,1202828
1018695,2662025
1011412,1900244
1011644,2662025
1011859,2662025
1006681,59561
1006395,727004
1028845,3298475
1019079,3514793
1019072,5264912
1019083,3514793
1019106,5264912
1022349,2596066
1020809,392710
1020032,4399067
1006937,5691194
1014045,4338270
1014065,5691194
1014271,1489975
1014699,5691194
1015463,4338270
1016436,1489975
1007251,5264912
1014040,4338270
1008454,2701992
1008088,4655796
1021630,5659204
1023808,241801
1024490,2043680
1024559,241801
1012591,5659204
1012632,761268
1025153,2043680
1011747,5659204
1011762,2657176
1013267,1489975
1013292,5659204
1013642,1489975
1018244,0
1018964,0
1019171,862519
1019183,4321234
1018980,5264912
1018989,1127972
1019071,5264912
1018936,1127972
1019169,862519
1019314,1127972
1021308,862519
1021450,1968272
1021677,1127972
1018111,2191934
1016101,3307250
1019076,5264912
1021282,1573684
1020212,1253973
1020695,1481911
1020656,4338270
1020576,113660
1020581,347724
1020586,347724
1020591,113660
1012070,5659204
1012251,1213747
1016183,4822473
1016369,5659204
1019706,2689207
1020072,3012786
1013311,5659204
1013363,4338270
1014374,4114579
1012896,4338270
1012910,4338270
1012926,4114579
1013366,4338270
1014974,2662025
1014976,2662025
1015091,0
1021288,1573684
1012995,2706866
1012998,732424
1013201,4338270
1013211,732424
1013370,4338270
1013547,986924
1010472,698363
1011642,75976
1009841,1489975
1009843,2062758
1010014,1489975
1009984,113660
1010423,3386911
1010433,2062758
1009916,3982638
1012666,5757704
1019477,4940231
1013989,995397
1014038,5264912
1013436,5264912
1013431,5264912
1013415,5264912
1015815,557179
1016268,724284
1018354,954117
1009630,2706866
1009928,1182060
1009998,2706866
1009357,5563932
1009370,1182060
1012094,1182060
1009832,190923
1009935,1182060
1009613,5264912
1010036,1900244
1007301,5659204
1007218,3774958
1007223,846065
1007224,732424
1007226,846065
1007227,732424
1007262,2744237
1012912,4338270
1013361,5659204
1013375,4338270
1007511,4338270
1014287,512750
1014358,1253973
1014561,23196
1009008,214989
1009446,2688640
1009969,113660
1009632,3004733
1009449,2688640
1013632,4010658
1012608,2236951
1012333,2191934
1012571,5563932
1012335,991320
1012198,0
1007312,5659204
1008588,443651
1009413,5659204
1009551,1695531
1010206,2658675
1010608,190923
1010793,5659204
1006522,2126027
1006941,5691194
1006741,2596066
1015609,72177
1012809,5168115
1013939,1328185
1013916,3469857
1011998,5659204
1012104,2006644
1012594,5659204
1010615,217822
1010529,761268
1010578,2006644
1010302,4338270
1009343,0
1009346,2675447
1010304,4338270
1006442,0
1015548,5264912
1016381,5659204
1012008,5691194
1012039,557179
1012061,5691194
1013094,5264912
1012958,521899
1013150,4851414
1013235,521899
1013245,4851414
1012938,557179
1008719,5490421
1008228,306452
1008457,1905996
1023372,5490421
1011947,862519
1011913,5264912
1010586,4010658
1010605,190923
1010943,5264912
1010310,4338270
1008115,3774958
1014519,656212
1006449,5309
1006546,1489975
1006677,59561
1006678,1489975
1006728,0
1006478,727004
1006674,59561
1006675,727004
1008880,2690746
1009034,1322637
1012598,1489975
1014431,4338270
1014782,1322637
1007295,5659204
1007526,1929265
1009415,5659204
1007255,3774958
1007256,1929265
1009001,5526091
1016216,4010658
1009430,5659204
1007366,2658675
1010020,2590110
1009272,1182060
1008319,2658675
1008299,1182060
1008312,3160024
1008336,2191934
1014048,1023186
1014508,4664453
1013941,954117
1013943,23196
1007372,2658675
1007414,23196
1014972,0
1006691,59561
1006117,4321234
1006680,3386911
1006763,4321234
1006953,3544701
1006962,1476971
1007003,3544701
1007064,1476971
1008273,4956172
1007308,5659204
1007322,557179
1007329,5659204
1006024,5659204
1006029,933480
1006035,5659204
1006069,5659204
1006731,3451735
1007303,5659204
1006821,59561
182006,995397
182966,5659204
192182,5659204
189411,59561
188840,59561
183992,5659204
181999,59561
182007,995397
189709,317344
237003,3218358
189585,220927
183865,75976
189620,3652230
227069,3355848
215120,864216
185867,2262596
189571,690886
182303,2352583
190101,4051350
191430,443651
189723,75976
189552,1155353
189650,443651
189236,1723677
189845,1155353
189728,1807118
189241,1532198
189564,3355848
189309,75976
189182,37166
189574,834077
189691,548996
188333,2745125
190314,1739577
189594,1904629
189196,317344
189544,761268
189561,1305588
189184,1155353
189344,2596066
189171,113660
189261,260287
188810,59561
189580,1305588
189557,75976
189353,2006644
189188,2062758
189193,113660
189237,471945
188999,1155353
189324,2596066
189199,1622856
189186,612360
189604,834077
189374,2029256
189090,3715582
188843,1238844
189320,1690820
189173,5007869
189358,962997
189451,1341302
189137,761268
189192,2830398
189124,1860617
189265,3686759
189183,3162941
189181,4287302
189586,1364892
189343,471945
189195,933480
187906,761268
189305,3924325
188143,306452
188752,1328185
189202,2745910
188158,2006644
189882,4244482
189491,4317484
189211,1929265
189540,2745910
189559,836846
188118,3446727
189259,2745910
189379,1265131
189286,761268
188831,5240400
189250,5007869
188566,1245811
188741,2781854
189592,4928806
186678,2907842
188744,2062359
189399,4987610
189168,3355848
188846,2745910
189295,2094271
189264,1860617
188813,2490236
188471,3446727
188820,2781854
187743,764458
187560,113660
188595,2062359
188750,5264912
188371,761268
188824,2062359
188707,4131169
186485,2689207
187681,2586938
188204,5805398
183518,113660
187788,5222654
182652,113660
188066,3514793
187274,2931152
185274,3654943
183211,2352583
182177,814543
188123,4317484
187504,2413209
183829,3355848
182021,4020546
186078,764458
187066,1377638
187450,2053066
186017,1798416
186505,1433386
186318,34194
187311,600346
187117,2137176
186833,724284
186125,113660
185975,2043680
186865,5783462
186148,2000147
185981,5264912
187231,1614257
187347,4851414
183462,34194
186120,75976
185725,3608685
182320,4338270
186844,349898
185524,977030
185998,4851414
187050,3298475
183636,113660
186975,3608685
186490,4131169
183007,5264912
185556,113660
182514,2006644
185971,72177
186823,347724
183353,113660
185716,767214
182417,5444547
186502,5264912
183378,512750
185460,933480
186384,3722228
186723,2662025
185487,1328185
186386,232207
186552,326814
182839,4338270
183348,1968272
185202,862519
182654,2352583
183848,3612572
183515,2352583
185268,1243482
186254,3355848
185418,2640743
183791,1328185
185785,2000147
186028,2578660
183508,1528571
186068,3754725
185410,5724912
183455,4338270
185140,1690820
183813,2000147
183535,3307250
182988,2662025
182083,2432328
185586,5797122
185256,3514793
185497,392710
185390,4650554
185349,2578660
182118,1489975
185454,5464718
183190,761268
185445,2745125
183124,2657176
182404,4321234
183920,1968272
185190,4197818
185476,1573684
185536,1481911
185542,347724
183182,1213747
185329,5813606
183346,4114579
185437,836846
183708,4010658
183071,2907842
182478,3469857
183373,732424
182773,2062758
183309,5757704
183392,5264912
183879,724284
184060,2708740
182674,1182060
182264,732424
183976,5724912
183953,2176426
183549,23196
182583,2266134
183200,1150566
182109,2706866
183789,3446727
183271,1328185
182877,2006644
182072,846065
183805,1328185
183775,4928806
182910,557179
183723,4010658
183375,732424
183370,3654943
183356,4851414
182066,5490421
183156,1231596
182103,727004
182433,2711607
183620,3712381
182071,727004
182739,5724912
182414,1322637
182744,5724912
182271,1929265
182579,113660
182735,5724912
182374,4227513
182290,2592308
182669,2745125
182554,4831608
182535,2658675
182436,72177
182470,2191934
182272,23196
183183,5358539
182301,5762056
182008,1476971
182279,1905996
182219,557179
182425,557179
181991,933480
182169,1635238
182310,4227513
